Unnamed: 0,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
4872,4873,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.49,0.01,160,76,67,239.4,125.0,67.6,1.04,3
4875,4876,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.49,0.01,160,76,67,195.1,118.5,63.6,0.75,3
4882,4883,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.42,0.01,156,73,62,259.6,125.2,66.9,1.12,3
4887,4888,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.46,0.01,160,76,67,250.2,115.2,64.6,0.95,3
4891,4892,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.46,0.14,156,73,62,254.6,117.4,66.1,1.01,3
4906,4907,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,160,76,67,237.7,120.2,62.6,0.92,3
4908,4909,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.27,0.01,156,73,62,259.7,124.7,64.4,1.07,3
4915,4916,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.28,0.01,156,73,62,257.3,120.1,64.6,1.02,3
4918,4919,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.42,0.01,160,76,67,247.1,119.2,67.6,1.02,3
4925,4926,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.43,0.01,156,73,62,247.7,124.2,67.8,1.07,3
4940,4941,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.15,0.08,160,76,67,245.8,122.2,62.3,0.96,3
4951,4952,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.35,0.12,156,73,62,249.8,121.3,62.2,0.97,3
4960,4961,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.49,0.14,160,76,67,252.6,119.0,65.5,1.01,3
4979,4980,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.23,0.01,160,76,67,259.0,114.1,65.5,0.99,3
4983,4984,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.12,0.01,156,73,62,240.5,118.4,66.6,0.97,3
4995,4996,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,160,76,67,243.7,119.2,66.9,1.0,3
5000,5001,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.15,0.01,156,73,62,243.0,116.3,62.9,0.91,3
5006,5007,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.13,0.08,160,76,67,249.4,115.5,68.1,1.01,3
5009,5010,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.07,156,73,62,260.2,118.1,67.2,1.06,3
5018,5019,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.06,0.11,160,76,67,243.9,123.4,63.1,0.97,3
5024,5025,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.1,156,73,62,246.1,115.5,67.9,0.99,3
5027,5028,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.44,0.01,160,76,67,216.4,120.1,65.5,0.87,3
5034,5035,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.8,0.01,156,73,62,240.9,119.8,65.1,0.96,3
5058,5059,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,156,73,62,257.0,117.0,65.1,1.0,3
5068,5069,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.31,0.01,160,76,67,254.7,119.2,66.2,1.03,3
5071,5072,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.27,0.01,156,73,62,238.7,122.7,62.3,0.94,3
5072,5073,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.35,0.12,156,73,62,259.7,119.1,68.2,1.08,3
5081,5082,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.8,0.01,156,73,62,240.6,122.6,68.0,1.03,3
5082,5083,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,156,73,62,248.0,124.6,64.1,1.02,3
5083,5084,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.32,0.01,160,76,67,239.7,119.9,66.6,0.98,3
5084,5085,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,156,73,62,262.5,118.0,64.3,1.02,3
5088,5089,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.19,0.14,160,76,67,260.2,125.1,66.0,1.1,3
