Unnamed: 0,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
6786,6787,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.25,0.01,229,153,68,248.2,114.5,66.3,0.97,2
6799,6800,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.0,0.01,229,153,68,238.5,116.1,66.9,0.95,2
6815,6816,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.27,0.01,229,153,68,176.5,114.4,68.2,0.71,2
6824,6825,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.5,0.01,229,153,68,259.6,120.5,62.5,1.0,2
6874,6875,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.05,0.01,229,153,68,251.7,125.8,67.2,1.09,2
6889,6890,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.46,0.01,229,153,68,212.0,118.0,65.2,0.84,2
6905,6906,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.7,0.01,229,153,68,261.6,115.0,65.9,1.02,2
6923,6924,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.06,0.01,229,153,68,259.1,120.0,62.7,1.0,2
6928,6929,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.15,0.12,229,153,68,133.1,118.2,65.7,0.53,2
6961,6962,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.2,0.01,229,153,68,254.5,115.9,66.3,1.0,2
6969,6970,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.13,0.01,229,153,68,244.5,123.1,62.4,0.96,2
6979,6980,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.09,0.01,229,153,68,255.8,115.8,63.8,0.97,2
6985,6986,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.37,0.01,229,153,68,242.0,124.2,67.4,1.04,2
6987,6988,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.19,0.01,229,153,68,252.9,119.3,61.9,0.96,2
