Unnamed: 0,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
3579,3580,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.7,0.01,228,136,105,243.3,120.0,64.8,0.97,1
3585,3586,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.31,0.08,229,140,107,253.8,117.6,66.2,1.01,1
3594,3595,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.15,0.01,229,145,105,255.0,114.1,64.2,0.96,1
3595,3596,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.26,0.01,229,145,105,239.2,124.4,66.7,1.02,1
3597,3598,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.11,0.01,229,140,107,257.8,117.4,64.3,1.0,1
3599,3600,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.1,0.01,228,136,105,244.8,124.3,65.1,1.02,1
3605,3606,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.06,0.01,228,136,105,250.2,124.9,63.6,1.02,1
3610,3611,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.4,0.01,229,140,107,258.7,120.7,66.8,1.07,1
3613,3614,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.4,0.1,229,140,107,255.1,117.3,65.3,1.0,1
3619,3620,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.25,0.01,228,136,105,243.1,118.1,67.1,0.99,1
3622,3623,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.48,0.01,229,140,107,258.6,124.1,62.1,1.02,1
3631,3632,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.06,0.08,228,136,105,244.6,123.7,62.5,0.97,1
3635,3636,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.19,0.13,229,140,107,238.4,119.6,63.4,0.93,1
3637,3638,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.05,0.01,229,145,105,242.2,115.6,67.7,0.97,1
3645,3646,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.1,0.15,229,140,107,258.3,119.0,65.9,1.04,1
3662,3663,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.47,0.09,229,145,105,165.0,114.3,66.3,0.64,1
3665,3666,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.21,0.01,229,145,105,241.9,124.3,62.6,0.97,1
3666,3667,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.26,0.01,228,136,105,226.4,121.1,63.9,0.9,1
3669,3670,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.07,0.01,228,136,105,252.6,125.5,65.8,1.07,1
3670,3671,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.08,0.13,229,145,105,248.7,125.5,68.2,1.09,1
3677,3678,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.35,0.01,229,145,105,240.2,116.6,62.9,0.9,1
3679,3680,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.43,0.01,228,136,105,248.2,125.7,67.9,1.09,1
3681,3682,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.7,0.09,228,136,105,169.3,123.7,63.1,0.68,1
3683,3684,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.12,0.01,229,145,105,243.6,118.3,65.2,0.96,1
3684,3685,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.2,0.01,229,145,105,245.8,120.7,65.9,1.0,1
3693,3694,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.23,0.08,229,145,105,252.5,116.4,64.9,0.98,1
3695,3696,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.1,0.01,229,145,105,244.5,118.7,62.6,0.93,1
3699,3700,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.5,0.11,229,140,107,258.2,125.8,62.7,1.04,1
3705,3706,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.9,0.01,229,140,107,261.5,122.1,66.5,1.09,1
3708,3709,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.42,0.01,229,145,105,132.9,116.7,64.8,0.52,1
3716,3717,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.6,0.13,229,145,105,203.1,117.2,65.3,0.8,1
3727,3728,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.2,0.01,229,145,105,253.2,123.7,65.4,1.05,1
3729,3730,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.31,0.12,229,140,107,254.4,124.1,67.8,1.1,1
3733,3734,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.22,0.08,229,145,105,247.1,118.9,67.5,1.02,1
3736,3737,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.11,0.01,229,140,107,258.1,116.3,62.0,0.95,1
3740,3741,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.11,0.01,229,140,107,249.5,120.0,62.0,0.95,1
3743,3744,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.25,0.09,229,140,107,240.7,122.7,67.6,1.02,1
3744,3745,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.44,0.01,229,145,105,238.3,118.9,66.1,0.96,1
3746,3747,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.06,0.01,229,145,105,245.7,117.6,63.7,0.94,1
3749,3750,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.28,0.08,228,136,105,155.0,114.6,62.5,0.57,1
3758,3759,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.36,0.15,229,145,105,240.0,117.4,63.2,0.91,1
3764,3765,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.37,0.01,228,136,105,214.1,117.1,67.2,0.86,1
3765,3766,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.23,0.01,228,136,105,256.4,115.6,67.5,1.03,1
3771,3772,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.3,0.01,228,136,105,251.1,121.3,63.0,0.98,1
3772,3773,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.2,0.01,228,136,105,237.9,114.2,64.9,0.9,1
3784,3785,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.31,0.01,228,136,105,164.3,119.4,62.3,0.63,1
3785,3786,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.2,0.01,228,136,105,253.0,123.5,62.9,1.01,1
3794,3795,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.29,0.09,228,136,105,239.7,123.1,64.5,0.98,1
3798,3799,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.06,0.14,228,136,105,237.7,121.4,67.7,1.0,1
3801,3802,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,1,0.47,0.01,228,136,105,238.5,114.3,67.9,0.95,1
