Unnamed: 0,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
5108,5109,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.01,229,127,111,192.4,121.2,66.1,0.79,9
5110,5111,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.37,0.01,229,127,111,246.1,116.7,63.9,0.94,9
5128,5129,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.23,0.01,229,127,111,238.8,114.1,67.1,0.94,9
5142,5143,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.45,0.01,229,127,111,238.5,117.1,62.0,0.89,9
5159,5160,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.07,0.01,229,127,111,257.5,123.8,65.5,1.07,9
5163,5164,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.46,0.01,229,127,111,260.5,115.6,66.9,1.03,9
5197,5198,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.43,0.01,229,127,111,252.4,121.9,63.5,1.0,9
5202,5203,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.0,0.01,229,127,111,258.5,123.6,67.7,1.11,9
5226,5227,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,229,127,111,241.8,125.2,68.2,1.06,9
5228,5229,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.28,0.01,229,127,111,238.2,117.0,64.4,0.92,9
5230,5231,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.15,0.01,229,127,111,249.2,117.3,66.1,0.99,9
5237,5238,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.41,0.1,229,127,111,248.1,118.8,63.1,0.95,9
5245,5246,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.17,0.01,229,127,111,258.9,116.8,65.6,1.02,9
5280,5281,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.19,0.01,229,127,111,240.2,124.0,67.6,1.03,9
5283,5284,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.46,0.01,229,127,111,261.3,116.9,62.6,0.98,9
5305,5306,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.7,0.01,229,127,111,238.1,120.1,64.7,0.95,9
5322,5323,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.6,0.01,229,127,111,257.2,122.4,62.8,1.01,9
5343,5344,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,229,127,111,253.1,119.0,65.3,1.01,9
5355,5356,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.09,0.01,229,127,111,257.6,124.0,62.2,1.02,9
5363,5364,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.23,0.01,229,127,111,254.9,115.8,66.3,1.0,9
5383,5384,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.48,0.09,229,127,111,254.7,121.5,66.9,1.06,9
5384,5385,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.13,0.09,229,127,111,180.7,123.8,64.4,0.74,9
5395,5396,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,229,127,111,252.1,117.6,67.4,1.02,9
5410,5411,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.7,0.01,229,127,111,238.9,122.5,66.9,1.0,9
