Unnamed: 0,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
4584,4585,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.09,0.01,229,140,97,202.2,118.3,68.0,0.83,8
4610,4611,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,229,140,97,255.8,121.9,63.9,1.02,8
4664,4665,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,229,140,97,241.9,115.1,66.8,0.95,8
4672,4673,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.12,0.01,229,140,97,241.3,121.6,68.2,1.03,8
4687,4688,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,229,140,97,144.4,121.4,64.2,0.58,8
4717,4718,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,229,140,97,248.4,114.6,66.9,0.98,8
4718,4719,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.18,0.01,229,140,97,251.3,114.6,66.7,0.99,8
4740,4741,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.23,0.1,229,140,97,257.6,121.8,65.8,1.06,8
4752,4753,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.6,0.13,229,140,97,254.7,115.0,63.0,0.95,8
4765,4766,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.46,0.01,229,140,97,261.1,115.1,67.8,1.04,8
4773,4774,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.26,0.01,229,140,97,248.9,119.1,64.4,0.98,8
4782,4783,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,229,140,97,233.6,124.3,65.0,0.97,8
4786,4787,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.26,0.01,229,140,97,261.8,117.6,63.8,1.01,8
4826,4827,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.47,0.01,229,140,97,260.5,117.5,67.1,1.05,8
4841,4842,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,229,140,97,257.6,115.7,62.8,0.96,8
4849,4850,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.1,229,140,97,132.8,118.3,63.9,0.51,8
4857,4858,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.36,0.01,229,140,97,247.0,119.6,66.5,1.01,8
4867,4868,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.44,0.13,229,140,97,262.4,123.5,67.1,1.12,8
4874,4875,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.13,229,140,97,247.9,119.9,61.8,0.94,8
4879,4880,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.42,0.01,229,140,97,258.4,121.0,65.1,1.04,8
4886,4887,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,229,140,97,238.3,117.1,65.4,0.94,8
4893,4894,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.32,0.01,229,140,97,255.6,121.4,65.5,1.04,8
4899,4900,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,229,140,97,246.3,116.1,67.4,0.99,8
4921,4922,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.11,0.01,229,140,97,253.2,121.8,65.0,1.03,8
4969,4970,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.21,0.08,229,140,97,246.7,120.4,61.8,0.94,8
4986,4987,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.31,0.1,229,140,97,240.0,125.4,63.2,0.98,8
4992,4993,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,229,140,97,238.7,125.7,67.0,1.03,8
5036,5037,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.25,0.08,229,140,97,230.5,121.8,66.1,0.95,8
5050,5051,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.42,0.12,229,140,97,262.3,117.0,66.3,1.04,8
5061,5062,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.34,0.15,229,140,97,252.2,125.2,63.7,1.03,8
5064,5065,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.33,0.1,229,140,97,246.4,117.6,66.0,0.98,8
5073,5074,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.06,0.09,229,140,97,251.3,124.9,67.5,1.09,8
5074,5075,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.7,0.01,229,140,97,244.3,117.9,64.3,0.95,8
5080,5081,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.8,0.01,229,140,97,257.1,122.2,64.4,1.04,8
5096,5097,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.25,0.11,229,140,97,244.4,120.8,65.6,0.99,8
5105,5106,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.06,0.01,229,140,97,245.2,117.2,63.3,0.93,8
5107,5108,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.41,0.01,229,140,97,254.6,117.6,66.8,1.03,8
5127,5128,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.26,0.01,229,140,97,259.1,125.9,63.1,1.06,8
5134,5135,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.12,0.1,229,140,97,232.4,123.9,62.0,0.92,8
5136,5137,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.39,0.01,229,140,97,245.7,124.8,68.2,1.07,8
5139,5140,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.6,0.01,229,140,97,257.6,122.8,68.2,1.11,8
5141,5142,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.13,0.01,229,140,97,249.3,119.2,62.1,0.95,8
5158,5159,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.36,0.01,229,140,97,260.6,120.5,62.1,1.0,8
5166,5167,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.49,0.14,229,140,97,255.1,120.4,68.1,1.07,8
5178,5179,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.11,0.12,229,140,97,241.0,115.8,62.7,0.9,8
5185,5186,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.06,0.01,229,140,97,246.4,115.5,67.6,0.99,8
5200,5201,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.6,0.01,229,140,97,250.1,122.2,63.9,1.0,8
5201,5202,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.6,0.01,229,140,97,237.7,121.2,63.0,0.93,8
5208,5209,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.24,0.14,229,140,97,237.6,120.4,67.6,0.99,8
5218,5219,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.44,0.01,229,140,97,253.8,120.3,62.6,0.98,8
