Unnamed: 0,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
6785,6786,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.48,0.12,141,45,28,227.4,119.8,66.6,0.93,6
6793,6794,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.44,0.14,141,45,28,259.0,122.3,62.7,1.02,6
6798,6799,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.06,0.01,141,45,28,262.4,121.4,67.3,1.1,6
6803,6804,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.11,0.09,141,45,28,250.0,114.4,64.0,0.94,6
6811,6812,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.17,0.01,141,45,28,174.5,121.4,64.2,0.7,6
6820,6821,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.42,0.11,141,45,28,260.7,114.4,62.7,0.96,6
6822,6823,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.27,0.01,141,45,28,252.3,121.9,65.8,1.04,6
6831,6832,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.7,0.01,141,45,28,242.9,123.6,67.5,1.04,6
6849,6850,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.22,0.01,141,45,28,259.9,123.9,64.1,1.06,6
6851,6852,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.16,0.01,141,45,28,251.4,116.0,67.3,1.01,6
6857,6858,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.48,0.01,141,45,28,251.6,122.6,62.9,0.99,6
6871,6872,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.16,0.01,141,45,28,238.5,118.3,63.5,0.92,6
6872,6873,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.0,0.01,141,45,28,245.9,123.8,66.0,1.03,6
6875,6876,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.22,0.01,141,45,28,252.0,117.4,62.1,0.94,6
6886,6887,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.23,0.01,141,45,28,237.8,119.4,67.5,0.98,6
6906,6907,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.27,0.01,141,45,28,243.5,117.1,65.5,0.96,6
6908,6909,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.11,0.01,141,45,28,250.1,122.6,66.4,1.04,6
6910,6911,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.42,0.01,141,45,28,128.9,118.7,65.6,0.51,6
6911,6912,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.16,0.13,141,45,28,238.0,119.0,62.6,0.91,6
6915,6916,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.28,0.01,141,45,28,260.1,119.3,62.0,0.99,6
6933,6934,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.7,0.01,141,45,28,237.8,122.3,67.6,1.01,6
6937,6938,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.47,0.01,141,45,28,254.2,123.7,66.5,1.07,6
6982,6983,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.05,0.09,141,45,28,244.1,123.3,63.2,0.98,6
6999,7000,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.5,0.01,141,45,28,256.8,119.7,67.8,1.07,6
