Unnamed: 0,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
2816,2817,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.12,0.09,109,55,37,254.0,121.7,63.1,1.0,2
2852,2853,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.2,0.01,109,55,37,242.4,117.2,67.5,0.98,2
2884,2885,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.24,0.01,109,55,37,200.2,119.3,63.0,0.77,2
2910,2911,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.36,0.13,109,55,37,239.7,120.3,67.9,1.0,2
2938,2939,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.32,0.01,109,55,37,249.3,119.2,64.2,0.98,2
2992,2993,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.6,0.01,109,55,37,243.6,115.4,63.5,0.92,2
3017,3018,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.22,0.1,109,55,37,255.4,116.0,68.0,1.03,2
3025,3026,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.46,0.01,109,55,37,250.0,115.6,68.1,1.01,2
3026,3027,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.45,0.01,109,55,37,241.1,114.8,62.5,0.89,2
3030,3031,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.17,0.01,109,55,37,215.4,118.1,65.3,0.85,2
3038,3039,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.16,0.13,109,55,37,242.5,115.4,65.7,0.94,2
3043,3044,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.6,0.08,109,55,37,245.1,115.1,62.4,0.9,2
3048,3049,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.31,0.01,109,55,37,242.7,120.3,63.4,0.95,2
3071,3072,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.1,0.01,109,55,37,249.7,121.2,63.9,0.99,2
3072,3073,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.17,0.09,109,55,37,251.1,122.2,62.6,0.99,2
3082,3083,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.33,0.01,109,55,37,238.8,123.3,67.5,1.02,2
3084,3085,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.21,0.01,109,55,37,142.5,125.1,65.7,0.6,2
3110,3111,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.19,0.01,109,55,37,232.9,124.5,63.6,0.95,2
3125,3126,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.34,0.01,109,55,37,253.0,115.6,68.2,1.02,2
3133,3134,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.32,0.11,109,55,37,172.3,121.6,63.6,0.68,2
3136,3137,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.2,0.12,109,55,37,246.9,116.9,66.7,0.99,2
3178,3179,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.45,0.01,109,55,37,128.3,116.7,62.8,0.48,2
3222,3223,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.49,0.01,109,55,37,249.2,120.5,63.4,0.98,2
3234,3235,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.18,0.01,109,55,37,129.8,121.7,65.5,0.53,2
3236,3237,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.23,0.01,109,55,37,245.0,119.0,61.8,0.92,2
3245,3246,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.21,0.01,109,55,37,242.6,116.0,62.1,0.9,2
3265,3266,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.08,0.01,109,55,37,128.0,121.1,67.4,0.54,2
3272,3273,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.3,0.14,109,55,37,248.8,122.1,64.0,1.0,2
3274,3275,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.24,0.01,109,55,37,197.1,116.5,64.4,0.76,2
3290,3291,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.4,0.01,109,55,37,239.1,118.6,67.5,0.98,2
3292,3293,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.33,0.01,109,55,37,262.3,121.2,62.0,1.01,2
3351,3352,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.43,0.01,109,55,37,246.5,117.3,67.8,1.01,2
3352,3353,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.33,0.09,109,55,37,248.2,117.4,66.0,0.99,2
3354,3355,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.27,0.14,109,55,37,261.7,119.2,63.0,1.01,2
3358,3359,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.3,0.01,109,55,37,251.1,125.6,66.1,1.07,2
3359,3360,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.3,0.01,109,55,37,239.1,121.4,63.9,0.95,2
3390,3391,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.23,0.01,109,55,37,255.8,123.6,66.6,1.08,2
3397,3398,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.35,0.08,109,55,37,250.1,118.6,63.6,0.97,2
3405,3406,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.42,0.14,109,55,37,254.2,118.5,65.4,1.01,2
3426,3427,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.44,0.01,109,55,37,257.5,115.2,62.5,0.95,2
3433,3434,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.49,0.01,109,55,37,216.8,120.5,66.9,0.9,2
3447,3448,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.3,0.01,109,55,37,256.7,121.3,61.8,0.99,2
3459,3460,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.35,0.01,109,55,37,239.2,120.9,65.1,0.97,2
3469,3470,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.5,0.01,109,55,37,262.2,124.2,64.5,1.08,2
3491,3492,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.21,0.01,109,55,37,258.6,120.6,64.9,1.04,2
3499,3500,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.23,0.01,109,55,37,248.9,122.4,64.3,1.0,2
3517,3518,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.17,0.01,109,55,37,260.4,123.9,67.1,1.11,2
3522,3523,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.34,0.01,109,55,37,258.4,119.6,62.6,0.99,2
3540,3541,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.29,0.12,109,55,37,252.6,123.3,62.8,1.0,2
3559,3560,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.4,0.1,109,55,37,242.5,123.0,63.2,0.97,2
