Unnamed: 0,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
2484,2485,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.22,0.01,203,93,37,258.5,115.2,62.1,0.95,1
2494,2495,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.2,0.01,203,93,37,193.7,115.5,63.2,0.73,1
2502,2503,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.21,0.01,203,93,37,259.3,122.8,63.8,1.04,1
2519,2520,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.36,0.01,203,93,37,255.4,119.9,62.1,0.98,1
2520,2521,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.14,0.01,203,93,37,234.4,121.2,66.5,0.97,1
2523,2524,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.39,0.01,203,93,37,245.7,115.5,64.2,0.93,1
2548,2549,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.19,0.01,203,93,37,224.7,115.7,65.8,0.88,1
2562,2563,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.21,0.01,203,93,37,244.0,114.6,68.1,0.98,1
2564,2565,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.1,0.01,203,93,37,242.0,119.8,65.9,0.98,1
2565,2566,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.29,0.01,203,93,37,250.4,117.9,62.5,0.95,1
2570,2571,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.6,0.01,203,93,37,244.3,115.7,67.1,0.97,1
2580,2581,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.11,0.08,203,93,37,260.5,120.6,67.1,1.08,1
2583,2584,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.37,0.01,203,93,37,253.5,116.1,68.0,1.03,1
2606,2607,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.1,0.01,203,93,37,243.5,124.1,67.9,1.05,1
2627,2628,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.41,0.01,203,93,37,150.9,120.9,66.8,0.62,1
2633,2634,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.35,0.01,203,93,37,250.3,116.3,66.5,0.99,1
2650,2651,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.49,0.01,203,93,37,254.9,119.9,62.1,0.97,1
2656,2657,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.17,0.01,203,93,37,242.8,123.4,68.2,1.05,1
2658,2659,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.46,0.01,203,93,37,248.4,119.9,64.6,0.99,1
2662,2663,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.37,0.08,203,93,37,254.1,123.8,68.1,1.1,1
2663,2664,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.5,0.11,203,93,37,251.0,122.0,67.0,1.05,1
2669,2670,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.09,0.01,203,93,37,206.8,123.9,64.0,0.84,1
2682,2683,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.46,0.08,203,93,37,253.3,120.4,66.2,1.04,1
2703,2704,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.34,0.01,203,93,37,261.4,123.0,63.6,1.05,1
2706,2707,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.15,0.01,203,93,37,252.8,124.5,63.7,1.03,1
2742,2743,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.08,0.09,203,93,37,165.7,125.7,64.4,0.69,1
2751,2752,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.08,0.09,203,93,37,248.9,114.5,66.5,0.97,1
2757,2758,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.8,0.01,203,93,37,248.4,122.5,66.3,1.03,1
2797,2798,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.07,0.01,203,93,37,245.4,124.7,65.2,1.02,1
2824,2825,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.45,0.01,203,93,37,246.0,121.6,64.9,1.0,1
