Unnamed: 0,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
6779,6780,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.3,0.01,123,72,27,259.1,121.4,67.9,1.1,8
6809,6810,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.3,0.01,123,72,27,257.0,119.5,67.0,1.06,8
6821,6822,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.33,0.01,123,72,27,242.7,121.5,65.7,0.99,8
6845,6846,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.49,0.01,123,72,27,257.1,116.6,63.1,0.97,8
6866,6867,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.28,0.01,123,72,27,216.6,125.0,63.3,0.88,8
6892,6893,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.6,0.13,123,72,27,252.5,123.2,67.4,1.08,8
6904,6905,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.39,0.01,123,72,27,201.8,124.9,64.0,0.83,8
6918,6919,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.47,0.01,123,72,27,253.0,117.6,64.7,0.99,8
6954,6955,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.4,0.01,123,72,27,252.4,114.6,66.2,0.98,8
6970,6971,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.7,0.01,123,72,27,160.3,123.2,68.1,0.69,8
6995,6996,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.48,0.01,123,72,27,157.3,118.1,63.6,0.61,8
