Unnamed: 0,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
4727,4728,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,179,104,70,238.7,116.7,62.4,0.89,7
4755,4756,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.9,0.01,179,104,70,136.2,120.5,67.6,0.57,7
4774,4775,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,179,104,70,259.8,122.3,68.2,1.11,7
4783,4784,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,179,104,70,240.6,115.3,64.6,0.92,7
4796,4797,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.44,0.01,179,104,70,238.8,120.9,66.0,0.98,7
4800,4801,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.7,0.15,179,104,70,137.0,116.8,67.4,0.55,7
4807,4808,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.33,0.01,179,104,70,256.0,123.7,62.8,1.02,7
4820,4821,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.01,179,104,70,257.2,114.8,64.4,0.98,7
4822,4823,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.12,0.01,179,104,70,246.8,120.2,64.7,0.98,7
4831,4832,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.47,0.13,179,104,70,252.7,119.1,63.4,0.98,7
4853,4854,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.19,0.01,179,104,70,243.0,118.3,61.8,0.91,7
4855,4856,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.21,0.09,179,104,70,247.9,123.0,63.2,0.99,7
4881,4882,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.32,0.01,179,104,70,244.0,125.4,65.8,1.03,7
4890,4891,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.42,0.01,179,104,70,229.1,120.8,63.1,0.9,7
4894,4895,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.28,0.01,179,104,70,241.6,121.7,64.2,0.97,7
4913,4914,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.34,0.01,179,104,70,243.2,122.3,62.1,0.95,7
4922,4923,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.25,0.01,179,104,70,259.7,118.9,65.1,1.03,7
4945,4946,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.19,0.14,179,104,70,239.9,118.5,64.3,0.94,7
4949,4950,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,179,104,70,206.5,119.6,67.8,0.86,7
4953,4954,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.28,0.01,179,104,70,257.2,124.0,66.3,1.08,7
4961,4962,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.39,0.01,179,104,70,258.7,118.0,66.9,1.05,7
4976,4977,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,179,104,70,248.0,122.1,62.6,0.97,7
