Unnamed: 0,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
6071,6072,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.7,0.01,229,189,140,259.2,124.8,61.9,1.03,8
6089,6090,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.25,0.01,229,189,140,244.6,122.2,66.7,1.02,8
6097,6098,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.44,0.01,229,189,140,256.6,119.9,62.0,0.98,8
6108,6109,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.6,0.08,229,189,140,253.1,119.7,62.0,0.96,8
6111,6112,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.41,0.13,229,189,140,260.5,117.2,67.3,1.05,8
6121,6122,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.26,0.01,229,189,140,254.9,120.4,67.1,1.06,8
6123,6124,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.45,0.01,229,189,140,252.0,117.0,68.2,1.03,8
6146,6147,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.34,0.07,229,189,140,245.9,115.0,62.4,0.9,8
6155,6156,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.23,0.01,229,189,140,231.3,118.0,62.4,0.87,8
6159,6160,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.37,0.01,229,189,140,159.0,115.1,64.9,0.61,8
6172,6173,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.3,0.01,229,189,140,261.3,115.2,66.4,1.03,8
6188,6189,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.1,0.09,229,189,140,207.7,115.4,63.8,0.78,8
6190,6191,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.42,0.11,229,189,140,244.6,118.1,66.3,0.98,8
6208,6209,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.31,0.1,229,189,140,223.2,125.7,62.0,0.89,8
6214,6215,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.8,0.01,229,189,140,239.3,114.5,65.8,0.92,8
6223,6224,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.7,0.01,229,189,140,251.9,122.9,67.3,1.07,8
6226,6227,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.5,0.01,229,189,140,251.1,114.6,67.2,0.99,8
6232,6233,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.06,0.12,229,189,140,249.5,119.1,65.2,0.99,8
6248,6249,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.17,0.01,229,189,140,249.2,118.5,65.3,0.99,8
6267,6268,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.3,0.01,229,189,140,248.3,124.8,64.5,1.02,8
6279,6280,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.0,0.01,229,189,140,261.7,116.4,62.0,0.97,8
6280,6281,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.09,0.01,229,189,140,259.2,123.1,64.4,1.05,8
6297,6298,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.34,0.01,229,189,140,183.6,120.9,68.2,0.78,8
6305,6306,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.23,0.01,229,189,140,246.1,115.5,63.7,0.93,8
6314,6315,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.1,0.01,229,189,140,250.4,116.1,65.9,0.98,8
6324,6325,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.14,0.14,229,189,140,260.8,119.4,68.1,1.09,8
6326,6327,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.24,0.01,229,189,140,239.4,123.1,65.5,0.99,8
6335,6336,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.17,0.01,229,189,140,260.3,114.8,62.7,0.96,8
6351,6352,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.11,0.13,229,189,140,251.8,122.4,65.6,1.04,8
6357,6358,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.25,0.1,229,189,140,261.9,125.3,62.6,1.05,8
6371,6372,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.8,0.01,229,189,140,261.9,116.0,65.1,1.01,8
6372,6373,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.44,0.09,229,189,140,244.0,116.9,67.7,0.99,8
6375,6376,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.23,0.01,229,189,140,247.0,120.7,63.1,0.96,8
6400,6401,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.35,0.14,229,189,140,262.1,115.0,62.1,0.96,8
6411,6412,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.39,0.01,229,189,140,256.9,118.7,64.0,1.0,8
6433,6434,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.15,0.11,229,189,140,257.2,122.1,68.0,1.1,8
6449,6450,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.6,0.07,229,189,140,253.9,125.3,64.4,1.05,8
6465,6466,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.8,0.01,229,189,140,246.4,123.8,68.2,1.07,8
6466,6467,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.44,0.01,229,189,140,254.4,124.8,62.6,1.02,8
6467,6468,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.24,0.01,229,189,140,238.0,125.7,62.3,0.96,8
6475,6476,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.15,0.12,229,189,140,243.7,123.1,66.9,1.03,8
6496,6497,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.44,0.01,229,189,140,249.3,118.6,67.8,1.03,8
6528,6529,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.15,0.01,229,189,140,246.1,123.6,62.0,0.97,8
6545,6546,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.44,0.01,229,189,140,247.6,124.1,68.2,1.07,8
6549,6550,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.08,0.01,229,189,140,190.8,116.2,66.0,0.75,8
6560,6561,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.09,0.1,229,189,140,242.6,121.1,67.7,1.02,8
6574,6575,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.15,0.01,229,189,140,259.5,116.7,64.9,1.01,8
6614,6615,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.1,0.01,229,189,140,247.6,118.9,64.9,0.98,8
6627,6628,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.5,0.14,229,189,140,245.7,121.7,67.9,1.04,8
6633,6634,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.08,0.01,229,189,140,260.6,119.3,63.6,1.01,8
