Unnamed: 0,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
4188,4189,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,207,104,77,255.2,115.9,64.9,0.98,5
4192,4193,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.15,0.01,207,104,77,256.1,119.9,65.3,1.03,5
4197,4198,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.13,207,104,77,252.5,124.7,68.1,1.1,5
4258,4259,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.08,207,104,77,250.1,114.8,67.4,0.99,5
4286,4287,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,207,104,77,237.6,125.8,64.8,0.99,5
4292,4293,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.19,0.01,207,104,77,241.6,125.3,65.0,1.01,5
4304,4305,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.17,0.01,207,104,77,248.3,124.6,61.9,0.98,5
4307,4308,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.12,0.01,207,104,77,255.2,120.0,63.6,1.0,5
4326,4327,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.25,0.14,207,104,77,252.7,120.5,64.3,1.0,5
4341,4342,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.08,0.01,207,104,77,243.8,119.5,67.9,1.01,5
4366,4367,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.7,0.1,207,104,77,237.8,119.2,63.4,0.92,5
4377,4378,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.06,0.01,207,104,77,257.7,114.0,66.2,1.0,5
4382,4383,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.31,0.13,207,104,77,198.7,117.0,68.2,0.81,5
4412,4413,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.17,0.01,207,104,77,250.1,125.2,63.5,1.02,5
4420,4421,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.42,0.01,207,104,77,258.0,122.6,67.7,1.1,5
4423,4424,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.42,0.01,207,104,77,243.7,118.7,66.7,0.99,5
4432,4433,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,207,104,77,257.1,125.2,63.8,1.05,5
4474,4475,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.26,0.01,207,104,77,240.2,116.5,66.1,0.95,5
4515,4516,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.9,0.09,207,104,77,240.2,114.7,67.1,0.95,5
4533,4534,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.5,0.01,207,104,77,197.6,115.4,66.1,0.77,5
4541,4542,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.23,0.13,207,104,77,248.5,116.9,61.8,0.92,5
4558,4559,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.31,0.13,207,104,77,178.1,125.7,68.1,0.78,5
4574,4575,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.13,0.13,207,104,77,238.0,119.4,64.0,0.93,5
4577,4578,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,207,104,77,139.9,117.2,63.1,0.53,5
4590,4591,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.41,0.01,207,104,77,242.3,123.0,63.6,0.97,5
4604,4605,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.16,0.11,207,104,77,246.7,124.3,66.4,1.04,5
4637,4638,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,207,104,77,252.6,124.5,65.4,1.05,5
4648,4649,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.14,207,104,77,252.5,116.0,66.2,0.99,5
4651,4652,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,207,104,77,167.9,118.6,66.0,0.67,5
4659,4660,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.17,0.01,207,104,77,252.1,124.9,68.0,1.1,5
4660,4661,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.23,0.13,207,104,77,250.7,123.2,63.9,1.01,5
4668,4669,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.25,0.01,207,104,77,252.3,118.7,63.7,0.98,5
4675,4676,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.29,0.01,207,104,77,178.7,125.2,62.1,0.71,5
4680,4681,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.6,0.08,207,104,77,222.3,120.0,65.0,0.89,5
4681,4682,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.15,0.15,207,104,77,259.0,123.9,67.8,1.12,5
4682,4683,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.43,0.01,207,104,77,242.2,114.1,66.8,0.95,5
4688,4689,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.01,207,104,77,258.1,124.4,65.7,1.08,5
4694,4695,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.01,207,104,77,245.8,124.8,62.9,0.99,5
4739,4740,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.05,0.01,207,104,77,198.7,123.0,63.5,0.8,5
4742,4743,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.13,0.01,207,104,77,245.9,121.9,62.5,0.96,5
4761,4762,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.23,0.09,207,104,77,238.2,121.1,62.2,0.92,5
4769,4770,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.08,0.01,207,104,77,258.3,124.4,66.6,1.1,5
4789,4790,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.19,0.13,207,104,77,254.8,122.4,67.4,1.08,5
4810,4811,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.42,0.01,207,104,77,190.3,120.5,68.0,0.8,5
4823,4824,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.09,0.01,207,104,77,248.7,117.2,64.9,0.97,5
4839,4840,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.12,0.01,207,104,77,254.0,118.2,64.7,1.0,5
4883,4884,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.21,0.14,207,104,77,250.6,114.1,63.9,0.94,5
4896,4897,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.08,0.01,207,104,77,178.1,119.8,66.6,0.73,5
4901,4902,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.4,0.01,207,104,77,179.8,124.2,67.6,0.77,5
4903,4904,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.19,0.09,207,104,77,243.6,115.9,67.4,0.98,5
