Unnamed: 0,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
3055,3056,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.22,0.01,205,73,37,237.6,125.9,67.4,1.03,9
3057,3058,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.39,0.01,205,73,37,256.9,123.1,63.2,1.02,9
3058,3059,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.28,0.01,205,73,37,249.2,124.8,65.5,1.04,9
3062,3063,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.12,0.09,205,73,37,248.7,117.8,62.7,0.94,9
3068,3069,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.18,0.01,205,73,37,257.2,122.7,66.8,1.08,9
3088,3089,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.11,0.01,205,73,37,219.5,124.3,65.2,0.91,9
3100,3101,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.15,0.01,205,73,37,159.9,121.7,65.1,0.65,9
3121,3122,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.27,0.14,205,73,37,241.9,116.5,63.7,0.92,9
3128,3129,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.18,0.01,205,73,37,255.9,122.7,64.7,1.04,9
3131,3132,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.15,0.01,205,73,37,255.1,120.0,66.1,1.04,9
3145,3146,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.1,0.01,205,73,37,249.6,123.4,63.0,1.0,9
3161,3162,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.29,0.01,205,73,37,246.8,114.8,65.6,0.95,9
3194,3195,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.48,0.01,205,73,37,238.9,117.9,67.6,0.98,9
3201,3202,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.09,0.14,205,73,37,239.2,114.6,66.0,0.93,9
3229,3230,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.12,0.01,205,73,37,140.3,125.7,65.6,0.59,9
