Unnamed: 0,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
6777,6778,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.35,0.01,165,52,41,243.7,117.7,63.5,0.93,4
6787,6788,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.39,0.01,191,57,43,260.0,125.2,63.2,1.06,4
6788,6789,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.19,0.12,191,57,43,240.4,115.4,62.2,0.88,4
6789,6790,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.17,0.01,165,52,41,252.6,115.5,63.9,0.96,4
6801,6802,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.12,0.09,165,52,41,254.9,120.7,68.1,1.07,4
6804,6805,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.39,0.01,191,57,43,250.7,118.7,67.0,1.02,4
6806,6807,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.39,0.01,165,52,41,188.3,123.9,62.3,0.75,4
6810,6811,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.6,0.01,191,57,43,261.8,123.2,63.1,1.04,4
6812,6813,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.35,0.01,191,57,43,259.4,115.6,64.2,0.99,4
6813,6814,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.48,0.08,165,52,41,259.1,121.0,65.4,1.05,4
6826,6827,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.12,0.01,191,57,43,186.9,119.6,62.9,0.72,4
6837,6838,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.6,0.01,191,57,43,250.2,119.2,62.0,0.95,4
6840,6841,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.38,0.01,165,52,41,241.8,119.1,66.4,0.98,4
6843,6844,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.19,0.01,165,52,41,248.6,124.8,63.3,1.01,4
6846,6847,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.12,0.01,191,57,43,222.6,124.8,66.8,0.95,4
6847,6848,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.31,0.01,165,52,41,239.3,123.5,63.0,0.95,4
6854,6855,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.14,0.12,165,52,41,240.1,124.1,62.6,0.96,4
6859,6860,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.41,0.01,165,52,41,244.4,124.6,63.5,0.99,4
6860,6861,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.23,0.01,191,57,43,224.1,120.8,64.7,0.9,4
6873,6874,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.16,0.01,191,57,43,241.8,120.4,66.0,0.99,4
6879,6880,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.5,0.15,191,57,43,244.2,120.5,63.3,0.96,4
6880,6881,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.17,0.08,165,52,41,230.3,114.8,66.3,0.9,4
6882,6883,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.26,0.01,165,52,41,242.8,122.3,64.2,0.98,4
6895,6896,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.06,0.01,191,57,43,257.3,123.9,62.9,1.03,4
6897,6898,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.07,0.01,191,57,43,247.6,118.5,65.6,0.99,4
6919,6920,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.5,0.01,191,57,43,242.0,122.8,66.2,1.01,4
6920,6921,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.13,0.01,165,52,41,237.8,119.6,67.7,0.99,4
6925,6926,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.08,0.01,165,52,41,250.4,116.6,66.1,0.99,4
6926,6927,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.08,0.01,165,52,41,256.5,114.2,64.0,0.96,4
6934,6935,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.47,0.08,165,52,41,246.2,118.7,64.0,0.96,4
6944,6945,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.26,0.01,191,57,43,255.7,120.1,63.8,1.0,4
6957,6958,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.2,0.01,191,57,43,198.3,114.7,64.0,0.75,4
6964,6965,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.2,0.09,165,52,41,188.0,122.9,64.6,0.77,4
6978,6979,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.38,0.01,191,57,43,257.8,125.4,68.2,1.13,4
6988,6989,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.17,0.01,191,57,43,239.5,116.8,62.5,0.9,4
6991,6992,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.09,0.09,165,52,41,251.5,114.9,68.1,1.01,4
6998,6999,5,Reichsformat,"250, 120, 65",Kempten,123,117,red-brown,1,0.41,0.01,191,57,43,259.0,117.7,65.1,1.02,4
