Unnamed: 0,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
5524,5525,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.16,0.01,229,189,140,261.0,124.9,62.8,1.05,8
5529,5530,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.2,0.01,229,189,140,244.1,122.9,65.0,1.0,8
5568,5569,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.11,0.01,229,189,140,236.9,116.4,63.6,0.9,8
5577,5578,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.49,0.01,229,189,140,262.0,114.6,63.3,0.97,8
5578,5579,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.7,0.01,229,189,140,213.9,115.7,63.3,0.8,8
5584,5585,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.1,0.01,229,189,140,256.9,124.3,65.7,1.08,8
5614,5615,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.06,0.01,229,189,140,239.9,123.8,63.8,0.97,8
5621,5622,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.16,0.01,229,189,140,243.9,117.6,67.4,0.99,8
5642,5643,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.33,0.11,229,189,140,249.3,124.9,65.6,1.05,8
5656,5657,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.45,0.01,229,189,140,251.1,121.2,67.8,1.06,8
5664,5665,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.25,0.01,229,189,140,258.1,124.8,64.4,1.06,8
5680,5681,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.25,0.01,229,189,140,221.8,125.5,62.6,0.89,8
5681,5682,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.32,0.01,229,189,140,260.6,115.2,65.5,1.01,8
5693,5694,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.42,0.01,229,189,140,254.5,124.3,63.9,1.04,8
5696,5697,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.33,0.01,229,189,140,243.6,119.5,63.8,0.95,8
5698,5699,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.14,0.01,229,189,140,156.1,118.5,67.0,0.64,8
5702,5703,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.44,0.08,229,189,140,261.1,119.7,63.5,1.02,8
5710,5711,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.22,0.01,229,189,140,239.2,114.7,63.0,0.89,8
5722,5723,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.42,0.01,229,189,140,244.6,124.8,63.4,0.99,8
5740,5741,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.3,0.01,229,189,140,240.2,120.2,62.8,0.93,8
5744,5745,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.13,0.1,229,189,140,256.4,124.4,64.6,1.06,8
5747,5748,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.18,0.11,229,189,140,252.9,120.5,68.2,1.07,8
5769,5770,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,1,0.44,0.01,229,189,140,244.8,117.2,66.3,0.98,8
