Unnamed: 0,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
6603,6604,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.11,0.01,229,201,145,143.7,119.9,67.2,0.59,9
6604,6605,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.8,0.01,229,201,145,238.7,117.9,62.3,0.9,9
6609,6610,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.3,0.08,229,201,145,245.2,125.6,65.1,1.03,9
6615,6616,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.16,0.01,229,201,145,237.7,122.0,65.0,0.97,9
6625,6626,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.13,0.01,229,201,145,253.0,124.4,65.6,1.06,9
6641,6642,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.27,0.01,229,201,145,237.9,118.4,65.9,0.95,9
6647,6648,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.8,0.01,229,201,145,244.2,124.7,62.0,0.97,9
6648,6649,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.09,0.01,229,201,145,173.8,124.8,65.3,0.73,9
6666,6667,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.18,0.01,229,201,145,259.3,115.5,64.4,0.99,9
6690,6691,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.26,0.01,229,201,145,238.5,114.0,67.6,0.94,9
6711,6712,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.2,0.01,229,201,145,258.4,117.8,64.5,1.01,9
6724,6725,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.31,0.01,229,201,145,219.4,120.8,63.4,0.86,9
6736,6737,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.8,0.01,229,201,145,227.1,119.9,64.3,0.9,9
6740,6741,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.45,0.11,229,201,145,238.6,120.4,64.7,0.95,9
6752,6753,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.32,0.01,229,201,145,243.9,118.2,66.5,0.98,9
6775,6776,4,Reichsformat,"250, 120, 65",Landshut,73,94,beige,2,0.12,0.01,229,201,145,244.0,115.2,66.9,0.96,9
