Unnamed: 0,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
552,553,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.7,0.13,229,203,145,204.6,125.1,65.7,0.86,9
554,555,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.9,0.11,229,203,145,223.8,122.3,67.1,0.94,9
562,563,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.38,0.01,229,203,145,252.5,124.5,65.9,1.06,9
612,613,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.32,0.1,229,203,145,251.2,117.6,66.1,1.0,9
615,616,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.39,0.01,229,203,145,240.3,123.9,64.7,0.99,9
627,628,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.38,0.08,229,203,145,262.3,118.4,66.1,1.05,9
629,630,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.09,0.12,229,203,145,244.3,114.4,64.7,0.93,9
631,632,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.46,0.01,229,203,145,238.5,114.5,62.2,0.87,9
635,636,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.15,0.1,229,203,145,136.3,124.9,68.1,0.59,9
636,637,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.7,0.1,229,203,145,237.9,122.6,68.0,1.02,9
639,640,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.5,0.01,229,203,145,262.2,124.2,62.2,1.04,9
644,645,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.38,0.01,229,203,145,210.8,118.7,62.4,0.8,9
653,654,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.4,0.01,229,203,145,191.3,120.8,63.9,0.76,9
658,659,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.37,0.01,229,203,145,245.4,121.7,61.9,0.95,9
659,660,1,Reichsformat,"250, 120, 65",Erding,43,79,beige,2,0.25,0.11,229,203,145,239.0,124.5,62.9,0.96,9
