Unnamed: 0,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
1688,1689,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.13,0.01,136,25,25,258.3,122.1,66.8,1.08,4
1696,1697,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.22,0.01,136,25,25,260.3,121.6,64.1,1.04,4
1716,1717,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.1,0.01,136,25,25,259.8,116.8,67.4,1.05,4
1742,1743,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.34,0.01,136,25,25,262.0,119.2,65.5,1.05,4
1764,1765,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.1,0.01,136,25,25,238.9,121.8,63.1,0.94,4
1766,1767,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.33,0.01,136,25,25,256.6,118.1,65.5,1.02,4
1783,1784,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.11,0.14,136,25,25,244.6,114.9,66.2,0.95,4
1784,1785,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.42,0.01,136,25,25,252.9,118.9,63.0,0.97,4
1806,1807,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.1,0.01,136,25,25,260.8,118.1,68.0,1.07,4
1815,1816,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.35,0.01,136,25,25,151.8,118.0,63.6,0.58,4
1816,1817,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.43,0.01,136,25,25,174.4,118.5,67.5,0.72,4
1830,1831,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.45,0.01,136,25,25,204.6,124.5,65.1,0.85,4
1839,1840,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.49,0.01,136,25,25,256.0,120.7,62.7,0.99,4
1840,1841,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.6,0.01,136,25,25,249.6,116.0,65.4,0.97,4
1844,1845,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.16,0.12,136,25,25,242.2,121.2,63.0,0.95,4
1847,1848,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.32,0.07,136,25,25,241.5,114.3,65.1,0.92,4
1863,1864,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.31,0.01,136,25,25,244.0,115.8,63.0,0.91,4
1866,1867,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.06,0.08,136,25,25,211.3,125.9,65.0,0.89,4
1872,1873,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.32,0.01,136,25,25,145.8,115.3,65.1,0.56,4
1887,1888,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.5,0.01,136,25,25,239.9,115.0,63.8,0.9,4
1897,1898,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.25,0.01,136,25,25,243.2,118.6,65.8,0.97,4
1908,1909,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.19,0.01,136,25,25,254.2,125.8,63.1,1.03,4
1935,1936,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.44,0.01,136,25,25,258.2,122.4,61.8,1.0,4
1969,1970,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.1,0.01,136,25,25,192.8,118.0,62.8,0.73,4
1986,1987,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.36,0.01,136,25,25,250.6,120.2,61.9,0.96,4
1994,1995,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.15,0.15,136,25,25,260.6,122.5,66.5,1.09,4
2006,2007,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.21,0.07,136,25,25,245.7,120.1,67.0,1.01,4
2026,2027,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.16,0.07,136,25,25,255.9,118.6,65.5,1.02,4
2029,2030,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.35,0.12,136,25,25,254.7,121.3,62.7,0.99,4
2032,2033,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.26,0.14,136,25,25,257.4,120.4,68.0,1.08,4
2060,2061,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.6,0.01,136,25,25,229.0,119.9,67.4,0.95,4
2080,2081,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.16,0.01,136,25,25,249.3,118.1,62.6,0.95,4
2087,2088,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.09,0.09,136,25,25,245.9,117.9,63.5,0.94,4
2111,2112,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.16,0.01,136,25,25,261.5,117.1,64.6,1.01,4
2132,2133,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.2,0.01,136,25,25,240.7,118.0,63.3,0.92,4
2137,2138,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.19,0.01,136,25,25,239.9,121.0,65.1,0.97,4
2159,2160,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.43,0.01,136,25,25,249.2,122.5,65.9,1.03,4
2166,2167,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.48,0.01,136,25,25,262.3,123.2,62.6,1.04,4
2174,2175,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.16,0.01,136,25,25,251.5,115.3,65.8,0.98,4
2175,2176,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.24,0.01,136,25,25,251.3,119.2,62.5,0.96,4
2177,2178,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.32,0.11,136,25,25,249.0,117.3,62.1,0.93,4
2178,2179,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.39,0.01,136,25,25,238.9,122.0,65.5,0.98,4
2181,2182,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.3,0.01,136,25,25,256.7,119.4,62.6,0.98,4
2194,2195,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.18,0.01,136,25,25,261.3,119.8,67.3,1.08,4
2246,2247,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.12,0.01,136,25,25,241.4,114.1,66.4,0.94,4
2259,2260,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.5,0.01,136,25,25,254.2,119.0,65.4,1.01,4
2261,2262,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.2,0.01,136,25,25,256.1,122.8,62.7,1.01,4
2263,2264,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.17,0.08,136,25,25,259.7,122.8,64.3,1.05,4
2269,2270,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.25,0.01,136,25,25,256.3,122.4,68.2,1.1,4
2293,2294,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.19,0.01,136,25,25,250.3,120.6,64.8,1.0,4
