Unnamed: 0,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
1673,1674,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.46,0.14,83,39,21,256.4,115.8,62.2,0.95,7
1675,1676,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.28,0.01,83,39,21,237.6,115.5,64.2,0.9,7
1678,1679,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.46,0.07,83,39,21,261.0,124.4,64.9,1.08,7
1686,1687,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.3,0.09,83,39,21,261.8,120.1,61.9,1.0,7
1692,1693,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.8,0.1,95,29,19,192.2,122.0,62.6,0.75,7
1695,1696,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.2,0.01,83,39,21,238.5,117.0,64.4,0.92,7
1700,1701,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.8,0.1,95,29,19,241.8,122.1,68.2,1.03,7
1714,1715,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.46,0.01,95,29,19,241.7,120.7,68.0,1.02,7
1721,1722,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.36,0.01,83,39,21,247.4,119.5,65.6,0.99,7
1722,1723,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.1,0.01,95,29,19,238.0,123.4,63.8,0.96,7
1726,1727,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.08,0.01,95,29,19,238.7,124.5,64.6,0.98,7
1729,1730,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.7,0.01,95,29,19,244.5,120.1,63.8,0.96,7
1732,1733,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.8,0.01,95,29,19,212.2,118.3,65.0,0.84,7
1733,1734,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,1,0.9,0.01,83,39,21,244.3,123.3,67.1,1.04,7
