Unnamed: 0,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
2272,2273,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.24,0.01,153,91,36,239.1,118.9,68.2,0.99,6
2291,2292,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.28,0.01,153,91,36,254.4,116.3,62.5,0.95,6
2297,2298,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.32,0.01,157,93,27,261.6,114.6,66.8,1.03,6
2301,2302,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.9,0.01,153,91,36,245.1,120.3,66.3,1.0,6
2303,2304,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.18,0.01,157,93,27,256.9,124.6,65.4,1.07,6
2306,2307,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.14,0.01,157,93,27,250.1,114.9,65.3,0.96,6
2307,2308,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.41,0.01,153,91,36,189.4,124.2,65.5,0.79,6
2313,2314,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.05,0.01,153,91,36,249.8,124.0,65.0,1.03,6
2316,2317,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.39,0.01,157,93,27,260.2,122.6,64.6,1.06,6
2318,2319,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.5,0.08,157,93,27,253.9,125.1,67.5,1.1,6
2322,2323,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.8,0.01,153,91,36,241.1,121.0,61.9,0.93,6
2328,2329,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.35,0.01,153,91,36,253.2,115.0,66.4,0.99,6
2330,2331,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.32,0.01,153,91,36,244.8,120.7,63.6,0.96,6
2341,2342,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.11,0.08,157,93,27,249.6,121.8,66.2,1.03,6
2343,2344,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.6,0.14,153,91,36,244.5,122.0,66.2,1.01,6
2349,2350,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.4,0.01,153,91,36,250.7,121.0,66.8,1.04,6
2364,2365,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.12,0.09,157,93,27,255.2,124.9,64.5,1.05,6
2383,2384,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.09,0.01,157,93,27,256.9,120.6,61.9,0.98,6
2384,2385,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.6,0.01,157,93,27,244.2,116.3,62.9,0.92,6
2391,2392,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.28,0.01,153,91,36,163.8,124.5,63.3,0.66,6
2392,2393,2,Reichsformat,"250, 120, 65",Rosenheim,70,191,red-brown,2,0.3,0.01,157,93,27,209.6,114.4,68.0,0.84,6
