Unnamed: 0,brick_id,delivery_nr,brick_format,brick_original_dimensions (mm),brick_origin,brick_distance (km),age (y),colour name,turn_nr,mortar rests (%),colour rests (%),R,G,B,lu (mm),wu (mm),hu (mm),volume (%),colour_clusters
4484,4485,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.47,0.01,122,49,53,129.4,122.5,66.2,0.54,2
4499,4500,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.3,0.13,122,49,53,251.6,114.0,63.3,0.93,2
4501,4502,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.31,0.01,122,49,53,237.8,125.7,62.3,0.95,2
4540,4541,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.08,0.01,122,49,53,259.4,124.7,62.0,1.03,2
4556,4557,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.39,0.01,122,49,53,132.4,121.6,65.7,0.54,2
4585,4586,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.12,0.01,122,49,53,247.3,118.1,63.6,0.95,2
4602,4603,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.28,0.01,122,49,53,207.9,122.8,66.3,0.87,2
4645,4646,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.39,0.01,122,49,53,261.5,125.2,62.3,1.05,2
4662,4663,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.22,0.14,122,49,53,240.9,115.8,66.0,0.94,2
4670,4671,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.1,0.01,122,49,53,245.6,121.3,65.6,1.0,2
4692,4693,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.08,0.11,122,49,53,245.4,119.3,63.7,0.96,2
4706,4707,3,Reichsformat,"250, 120, 65",Donauwoerth,116,94,light_red,2,0.2,0.1,122,49,53,238.6,122.9,63.2,0.95,2
